Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
semgaoenrol,Lavish Thicket,You should be fine.,4293,7556409.822,483880.8383
seogmlaorne,Sacred Park,You should be fine.,5145,7548654.54,482899.9911
mroeasngole,Spectral Borough,"You should bring a group, a guide, a weapon, and a healer.",5156,7548867.847,482893.2497
egroenalmso,Winding Field,"You should bring a group, a guide, a weapon, and a healer.",5298,7556321.271,482763.3038
ramslgeoeon,Painted Archipelago,This is probably your last adventure.,5350,7546647.947,482627.1545
mnoeasgreol,Sparkling Bivouac,You should bring a group.,32677,7534756.225,451972.9268
oaelnsgomre,Sublime Forge,You might want to bring a friend.,32699,7534759.141,451938.3271
rgenooasmel,Arctic Vista,"You should bring a group, a guide, and a weapon.",32851,7551305.809,451716.6453
semngloaoer,Glassy Dell,You should bring a group.,32914,7549762.673,451635.6247
oaoeesrgmnl,Scalding Estuary,You should be fine.,32938,7554008.531,451609.2621
emoslrgaeno,Sanguine Swamp,You should bring a group and a guide.,32976,7549756.48,451577.1014
onomsrelage,Cobalt Atoll,"You should bring a group, a guide, and a weapon.",33048,7535049.438,451525.5751
rmsengaooel,Reflective Haven,"You should bring a group, a guide, a weapon, and a healer.",33129,7537512.055,451409.1119
nolrogeames,Rugged Cloister,You should be fine.,33205,7540902.383,451345.2497
nseeromlaog,Cascading Meadow,You should bring a group.,33250,7549735.678,451313.0577
mooleegsrna,Sanguine Spring,You should bring a group.,33344,7550357.131,451181.8176
omnreeglsao,Luxuriant Jungle,This is probably your last adventure.,33525,7550662.491,451005.3284
nlmgreosoae,Sunken Monument,You might want to bring a friend.,33701,7549689.262,450737.148
olseagnrmeo,Stark Bayou,You should be fine.,33855,7552969.865,450460.7766
gmloeesaron,Mysterious Dune,You might want to bring a friend.,33859,7547599.427,450456.3839
sonalroemge,Arctic Path,You should be fine.,34025,7547589.599,450257.8222
nelrmsgooae,Serpentine Hamlet,"You should bring a group, a guide, a weapon, and a healer.",34064,7548278.929,450201.6526
oaoglermesn,Parched Shrine,You should bring a group.,34077,7541539.713,450195.3471
mlasernogoe,Tranquil Stronghold,"You should bring a group, a guide, a weapon, and a healer.",34236,7539431.876,449974.0958
monreoleags,Rugged Dungeon,You should bring a group and a guide.,34257,7541366.334,449945.3566
eegamlnroos,Fabled Pantry,"You should bring a group, a guide, a weapon, and a healer.",34259,7534370.6,449943.9751
nslroeemago,Humming Enclave,This is probably your last adventure.,34356,7534171.919,449843.7457
msarlegoeno,Pallid Stronghold,You might want to bring a friend.,34678,7548220.357,449431.9386
gasomnerelo,Contorted Dune,"You should bring a group, a guide, a weapon, and a healer.",35035,7538561.384,448706.2769
lgooeersmna,Warped Beach,You should be fine.,35113,7540808.325,448564.8885
lnsgaoromee,Looming Frost,You should be fine.,35198,7550396.608,448373.4898
oeolmegansr,Luxuriant Bivouac,"You should bring a group, a guide, a weapon, and a healer.",35201,7541153.946,448366.5906
elnmsgoaeor,Forsaken Cliff,You should bring a group and a guide.,35260,7544101.85,448253.2336
eolrsegoanm,Fragrant Glade,"You should bring a group, a guide, a weapon, and a healer.",35341,7542223.718,448062.9439
srongoeeaml,Sublime Pit,"You should bring a group, a guide, a weapon, and a healer.",35344,7545823.276,448062.2251
egmrsnoaelo,Vast Path,You might want to bring a friend.,35377,7541483.085,448006.3097
eaooslgnemr,Resplendent Sound,You should bring a group.,35381,7545625.358,447993.312
sagenmerolo,Coiling Highland,"You should bring a group, a guide, a weapon, and a healer.",35438,7542564.483,447896.3635
aoenesormlg,Searing Quarry,"You should bring a group, a guide, and a weapon.",35449,7546076.916,447879.9354
neoomlgesar,Crystalline Frost,You should bring a group and a guide.,35519,7548645.189,447788.7356
omrasnoelge,Titanic Rookery,You might want to bring a friend.,35520,7549486.231,447788.6896
aormenlgeos,Arctic Flats,"You should bring a group, a guide, and a weapon.",35554,7549484.383,447682.981
oglnreomsea,Dreamlike Hedge,You should bring a group.,35581,7550763.292,447611.8278
ngomresoeal,Starlit Stronghold,You should bring a group and a guide.,35616,7546681.117,447497.6014
egoesolamrn,Barren Oasis,"You should bring a group, a guide, a weapon, and a healer.",35620,7538822.0,447496.4833
olneemogras,Cavernous Flats,You should bring a group.,35695,7549274.159,447336.9199
oealgnersom,Serene Town,"You should bring a group, a guide, a weapon, and a healer.",35732,7549069.132,447253.003
nmreaesloog,Tranquil Expanse,You should bring a group and a guide.,35822,7549903.123,447034.0919
rooegaslmen,Starlit Haven,You should bring a group and a guide.,36017,7551252.025,446116.002
esalmnroeog,Soaring Badlands,You should bring a group and a guide.,36158,7551041.155,445446.6204
eloarosnmge,Turbulent Fiefdom,You should bring a group.,36192,7550847.186,444998.4593
gonmaelsreo,Starlit Tundra,You should bring a group.,36225,7546431.592,444527.1033
mlraeesgoon,Smoky Dell,You should bring a group and a guide.,36235,7547970.132,444335.6286
ogeaemrolsn,Cavernous Grove,You might want to bring a friend.,27953,7535610.526,458116.5482
sooelrgmane,Stealthy Barrow,"You should bring a group, a guide, a weapon, and a healer.",28024,7553058.209,457996.0807
eronaemsgol,Shattered Oasis,You should bring a group and a guide.,28180,7535688.539,457766.9619
omslanroeeg,Sanguine Ridge,You should bring a group and a guide.,28596,7538936.837,457047.8976
genorseomla,Scalding Dungeon,"You should bring a group, a guide, and a weapon.",28818,7540129.34,456603.6335
mgneoroslae,Inviting Waterfall,You should be fine.,28854,7539739.979,456542.4544
eaoronmegls,Mysterious Sierra,"You should bring a group, a guide, and a weapon.",28856,7552800.145,456541.457
omlernogesa,Insidious Valley,You should bring a group.,28979,7536681.46,456367.3094
ageolremnos,Exotic Sierra,You should bring a group and a guide.,29124,7538629.794,456182.7497
semlgaoeorn,Tempered Path,You might want to bring a friend.,29387,7554686.103,455828.9577
oegnrolmaes,Forsaken Bivouac,You might want to bring a friend.,29581,7536612.908,455606.041
eeasogmlnor,Lethal Sanctum,You might want to bring a friend.,29585,7536319.976,455601.3737
mlsrooneeag,Idyllic Creek,"You should bring a group, a guide, a weapon, and a healer.",29614,7536896.677,455551.6381
slmregaoeon,Smoldering Gorge,This is probably your last adventure.,29851,7566281.351,455279.5154
omrneolasge,Baleful Expanse,You should be fine.,30018,7548678.196,455100.9429
selreomogna,Frigid River,"You should bring a group, a guide, and a weapon.",30063,7548439.033,455058.7277
rlenaooesmg,Ancient Path,You might want to bring a friend.,30067,7544851.471,455052.5354
anrmgoeosle,Glassy Enclave,You should bring a group.,30068,7548660.628,455051.7041
seeonrmogal,Pallid Enclave,This is probably your last adventure.,30272,7536688.589,454777.5748
meleasgonro,Perilous Depot,You should bring a group and a guide.,30378,7543288.627,454616.3612
eoolrsganem,Bleak Basin,You should bring a group.,30491,7550183.517,454467.8238
looaerengsm,Pallid Ridge,You should bring a group.,30561,7539720.945,454391.7976
lnoameergos,Mirrored Quarters,You should bring a group.,30753,7533689.665,454244.2543
eaoergolsmn,Unforgiving Cove,You might want to bring a friend.,30767,7533650.58,454226.5052
erooagesmnl,Moldering Basin,You should be fine.,30770,7534204.296,454224.769
eosomgnalre,Serene Meadow,This is probably your last adventure.,30825,7535305.523,454171.4534
soaonmeeglr,Opulent Sect,"You should bring a group, a guide, a weapon, and a healer.",30874,7550404.086,454120.3648
neelomgarso,Rhapsodic Valley,"You should bring a group, a guide, and a weapon.",30930,7547276.252,454058.688
oslemoeragn,Foggy Ledge,"You should bring a group, a guide, a weapon, and a healer.",31027,7535790.147,453970.9114
msregeonalo,Ethereal Volcano,You might want to bring a friend.,31165,7543447.428,453809.3812
onrelmsageo,Infinite Hamlet,You should be fine.,31289,7546536.667,453723.9501
malosoreeng,Asymmetrical Scar,This is probably your last adventure.,31400,7547887.441,453624.144
egsomalneor,Shimmering Volcano,This is probably your last adventure.,31467,7536061.246,453534.6473
msrooeelnag,Hazy Sierra,This is probably your last adventure.,31777,7548400.232,453238.7021
greslenaoom,Petrified Maze,"You should bring a group, a guide, and a weapon.",31836,7535278.618,453151.8901
mnsoreoegla,Undulating Acropolis,You should be fine.,31866,7551404.879,453104.8553
soaneglrmoe,Forgotten Range,You should be fine.,31879,7541433.376,453094.4902
rlesogeonma,Warped Frost,"You should bring a group, a guide, and a weapon.",31942,7543593.156,453008.6234
nlemsgreaoo,Tempestuous Outpost,You should be fine.,32170,7545263.875,452713.6335
merlaeosngo,Crystalline Maze,This is probably your last adventure.,32314,7539059.205,452473.2175
srngoealmoe,Lurking Grove,"You should bring a group, a guide, and a weapon.",32365,7539870.594,452437.1234
osaglereomn,Ravaged Hamlet,You should bring a group and a guide.,32417,7563241.83,452381.914
gsrnleaooem,Smoldering Bivouac,You should bring a group and a guide.,32471,7540221.344,452299.0551
oresoalnmeg,Baleful Gulf,"You should bring a group, a guide, a weapon, and a healer.",32508,7543708.093,452215.0899
eonglosrame,Rugged Flats,You should bring a group and a guide.,32518,7544848.186,452206.148
aogneemsorl,Primeval Dale,This is probably your last adventure.,32535,7543953.482,452195.2247
mrsoaleenog,Golden Dell,"You should bring a group, a guide, and a weapon.",32598,7547900.913,452114.0492
eeomalgorns,Glacial Abyss,You should be fine.,32642,7563716.604,452037.1483
lenerosomga,Flickering Glen,You should be fine.,23221,7563125.806,463837.3655
grmleenoaso,Hallowed Temple,You should bring a group and a guide.,23241,7533982.209,463823.2185
msergnalooe,Twinkling Archipelago,You might want to bring a friend.,23476,7559299.044,463591.5719
aeosglrmone,Asymmetrical Forest,You should bring a group and a guide.,23535,7551889.721,463550.7936
oslgeomaenr,Tangled Labyrinth,You should bring a group.,23610,7558309.033,463450.5837
neaeomsgolr,Dusky Hill,You should bring a group and a guide.,23634,7551696.828,463431.9341
eaoelmnrgos,Fabled Heath,You should bring a group and a guide.,23887,7546526.976,463140.6729
eolmenasorg,Roaring Steppes,This is probably your last adventure.,24001,7551874.74,463014.7805
laeomrsnoge,Vast Glen,You should be fine.,24046,7545593.732,462940.5299
eolmaeonsgr,Shrouded Conclave,You should bring a group.,24189,7550870.18,462777.062
osmnorgaele,Pallid Kingdom,You should be fine.,24280,7535082.465,462683.3471
moroalgesne,Forgotten Quarters,You might want to bring a friend.,24388,7536158.663,462591.107
eogsnlrmoae,Opulent Barrow,You should bring a group.,24504,7543173.442,462467.374
olrgnsoaeem,Uncharted Orchard,You should bring a group and a guide.,24596,7543038.522,462383.5305
garolmonsee,Ravaged Sea,You might want to bring a friend.,24919,7536430.62,462039.9029
ealmoogersn,Shadowy Fort,"You should bring a group, a guide, a weapon, and a healer.",24955,7528207.203,462005.9039
nsraeeogmol,Tumultuous Wetlands,You should be fine.,25169,7535167.091,461802.3524
loesganmreo,Cobalt Pit,You should bring a group and a guide.,25260,7535150.618,461732.4964
roamognlees,Misty Mesa,You should bring a group.,25407,7537140.158,461578.4219
osmlrengaeo,Tidal Swamp,You should be fine.,25451,7527025.263,461522.4491
loagesoemnr,Nautical Sound,This is probably your last adventure.,25600,7543911.817,461351.8343
mlngrseaooe,Charmed Temple,This is probably your last adventure.,25602,7563343.932,461350.211
ogeaenrmosl,Shattered Grove,You might want to bring a friend.,25791,7545623.872,461139.4209
eeogornsmal,Forbidden Ziggurat,You should be fine.,25824,7545730.31,461097.3222
nsealmgoroe,Timeless Ruins,You should be fine.,25859,7526443.309,461061.7497
eoesmraogln,Colossal Fort,You should bring a group.,25888,7547773.266,461023.2667
goraseonlem,Mysterious Reef,You might want to bring a friend.,25956,7549117.148,460957.0751
anlmgeosero,Lavish Glen,You should bring a group and a guide.,25974,7548304.779,460941.4154
aleseroogmn,Heaving Chapel,"You should bring a group, a guide, and a weapon.",26058,7548399.228,460843.7753
seagoeronml,Warped Monastery,"You should bring a group, a guide, a weapon, and a healer.",26132,7545585.23,460710.7612
resaelmonog,Crystalline Chateau,You should bring a group and a guide.,26255,7541294.159,460533.7936
sroaolneegm,Labyrinthine Square,You might want to bring a friend.,26373,7539210.444,460396.687
mleorseagno,Malevolent Bivouac,This is probably your last adventure.,26391,7546184.549,460382.1414
eoomealsnrg,Stony Well,You should bring a group.,26476,7538412.094,460279.1519
gnmsoaroeel,Lethal Forge,You might want to bring a friend.,26605,7539196.789,460097.8287
goasoelernm,Nocturnal Tower,You should be fine.,26611,7547696.5,460094.9498
oaslnremoeg,Blazing Tavern,"You should bring a group, a guide, and a weapon.",26614,7539012.662,460092.3642
neomgelsaro,Whispered Waste,You should bring a group and a guide.,26684,7547693.464,460012.1785
aeoelmognsr,Silvered Catacomb,You should bring a group.,26703,7551080.125,459982.5404
solneaeomrg,Titanic Meadow,You should bring a group and a guide.,26744,7525493.397,459943.7329
emrlgoenoas,Looming Kingdom,You should bring a group.,26811,7564960.061,459846.4035
galnmeorseo,Tempestuous Spring,"You should bring a group, a guide, a weapon, and a healer.",26815,7546295.172,459833.6102
smoeorgalne,Reflective River,You might want to bring a friend.,27087,7553640.245,459382.8999
eneamosolrg,Charmed Geyser,"You should bring a group, a guide, a weapon, and a healer.",27520,7547719.753,458783.6932
nsogeelmrao,Contorted Haven,You should be fine.,27860,7557075.417,458280.9967
oeoleanmrgs,Intertwined Depot,"You should bring a group, a guide, and a weapon.",18396,7549052.399,471215.0203
aolmroneges,Luxuriant Frost,You should be fine.,18468,7546316.02,471072.4196
sgeraoneolm,Soaring Vista,You should bring a group and a guide.,18500,7543370.431,471019.1227
leomngasoer,Smoky Path,"You should bring a group, a guide, a weapon, and a healer.",18584,7550051.025,470824.3947
olegnemaosr,Stark Hedge,This is probably your last adventure.,18813,7551768.926,470339.8737
leogerasonm,Watery Hill,You should bring a group and a guide.,18830,7551563.398,470321.372
erlngoaesmo,Dusky Scar,This is probably your last adventure.,18871,7541564.203,470241.1837
nsrogomeeal,Timeless Domain,"You should bring a group, a guide, a weapon, and a healer.",18892,7543685.33,470182.0348
ngoleorsame,Sandy Highland,This is probably your last adventure.,18986,7551091.964,469984.5627
osmalneerog,Twinkling Mire,You should bring a group.,19002,7554795.819,469941.5069
slmonegaore,Whispering Pond,You might want to bring a friend.,19065,7549869.404,469870.9052
srgnomoeael,Tangled Frost,You should bring a group.,19338,7546786.086,469507.3793
ongaereloms,Scalding Waters,You should be fine.,19405,7551068.686,469389.5883
romlgaesone,Sacred Thicket,You might want to bring a friend.,19465,7541184.259,469307.8287
oegaleomrsn,Spectral Knoll,You should bring a group.,19800,7543391.688,468801.2356
eloenrgmaos,Nautical Fen,You should bring a group.,19833,7540825.259,468670.3599
glsonmeoera,Bleak Ziggurat,"You should bring a group, a guide, and a weapon.",19946,7543147.295,468489.0489
